29;A-05-01-01-001-006-01;MINERALES PARA LA INDUSTRIA QUIMICA, ABONOS MINERALES;0000-00-00 00:00:00;0000-00-00 00:00:00;10
30;A-05-01-01-001-006-02;CLORURO DE SODIO PURO Y SUS SALES, AGUA DE MAR;0000-00-00 00:00:00;0000-00-00 00:00:00;10
31;A-05-01-01-001-006-03;PIEDRAS PRECIOSAS Y SEMIPRECIOSAS PIEDRA POMEZ, PIEDRA ESMERIL ABRASIVOS NATURALES OTROS MINERALES;0000-00-00 00:00:00;0000-00-00 00:00:00;10
32;A-05-01-01-001-007-01;ENERGIA ELECTRICA;0000-00-00 00:00:00;0000-00-00 00:00:00;11
33;A-05-01-01-001-007-02;GAS DE CARBON, GAS DE AGUA, GAS POBRE Y OTROS GASES SIMILARES (EXCEPTO LOS GASES DE PETROLEO Y OTROS HIDROCARBUROS GASEOSOS);0000-00-00 00:00:00;0000-00-00 00:00:00;11
34;A-05-01-01-001-007-03;VAPOR Y AGUA CALIENTE;0000-00-00 00:00:00;0000-00-00 00:00:00;11
35;A-05-01-01-001-007-04;NIEVE;0000-00-00 00:00:00;0000-00-00 00:00:00;11
36;A-05-01-01-001-008;AGUA NATURAL;0000-00-00 00:00:00;0000-00-00 00:00:00;12
37;A-05-01-01-002-001-01;CARNE Y PRODUCTOS CARNICOS;0000-00-00 00:00:00;0000-00-00 00:00:00;13
38;A-05-01-01-002-001-02;PREPARACIONES Y CONSERVAS DE PESCADO, CRUSTACEOS, MOLUSCOS Y DEMAS INVERTEBRADOS ACUATICOS;0000-00-00 00:00:00;0000-00-00 00:00:00;13
39;A-05-01-01-002-001-03;PREPARACIONES Y CONSERVAS DE HORTALIZAS, LEGUMBRES, TUBERCULOS Y PAPAS;0000-00-00 00:00:00;0000-00-00 00:00:00;13
40;A-05-01-01-002-001-04;PREPARACIONES Y CONSERVAS DE FRUTAS Y NUECES;0000-00-00 00:00:00;0000-00-00 00:00:00;13
41;A-05-01-01-002-001-05;ACEITES Y GRASAS ANIMALES Y VEGETALES;0000-00-00 00:00:00;0000-00-00 00:00:00;13
42;A-05-01-01-002-001-06;BORRA DE ALGODON;0000-00-00 00:00:00;0000-00-00 00:00:00;13
43;A-05-01-01-002-001-07;TORTAS Y DEMAS RESIDUOS DE LA EXTRACCION DE GRASAS O ACEITES VEGETALES;0000-00-00 00:00:00;0000-00-00 00:00:00;13
44;A-05-01-01-002-002;PRODUCTOS LACTEOS Y OVOPRODUCTOS;0000-00-00 00:00:00;0000-00-00 00:00:00;14
45;A-05-01-01-002-003-01;PRODUCTOS DE MOLINERIA;0000-00-00 00:00:00;0000-00-00 00:00:00;15
46;A-05-01-01-002-003-02;ALMIDONES Y PRODUCTOS DERIVADOS DEL ALMIDON, AZUCARES Y JARABES DE AZUCAR N.C.P.;0000-00-00 00:00:00;0000-00-00 00:00:00;15
47;A-05-01-01-002-003-03;PREPARACIONES UTILIZADAS EN LA ALIMENTACION DE ANIMALES;0000-00-00 00:00:00;0000-00-00 00:00:00;15
48;A-05-01-01-002-003-04;PRODUCTOS DE PANADERIA;0000-00-00 00:00:00;0000-00-00 00:00:00;15
49;A-05-01-01-002-003-05;AZUCAR;0000-00-00 00:00:00;0000-00-00 00:00:00;15
50;A-05-01-01-002-003-06;CACAO, CHOCOLATE Y CONFITERIA;0000-00-00 00:00:00;0000-00-00 00:00:00;15
51;A-05-01-01-002-003-07;MACARRONES, FIDEOS, ALCUZCUZ Y PRODUCTOS FARINACEOS SIMILARES;0000-00-00 00:00:00;0000-00-00 00:00:00;15
52;A-05-01-01-002-003-08;PRODUCTOS DEL CAFE;0000-00-00 00:00:00;0000-00-00 00:00:00;15
53;A-05-01-01-002-003-09;OTROS PRODUCTOS ALIMENTICIOS N.C.P.;0000-00-00 00:00:00;0000-00-00 00:00:00;15
54;A-05-01-01-002-004-01;ALCOHOL ETILICO AGUARDIENTES, LICORES Y OTRAS BEBIDAS ESPIRITUOSAS;0000-00-00 00:00:00;0000-00-00 00:00:00;16
55;A-05-01-01-002-004-02;VINOS;0000-00-00 00:00:00;0000-00-00 00:00:00;16
56;A-05-01-01-002-004-03;LICORES DE MALTA Y MALTA;0000-00-00 00:00:00;0000-00-00 00:00:00;16
57;A-05-01-01-002-004-04;BEBIDAS NO ALCOHOLICAS AGUAS MINERALES EMBOTELLADAS;0000-00-00 00:00:00;0000-00-00 00:00:00;16
58;A-05-01-01-002-005;PRODUCTOS DE TABACO;0000-00-00 00:00:00;0000-00-00 00:00:00;17
59;A-05-01-01-002-006;HILADOS E HILOS TEJIDOS DE FIBRAS TEXTILES INCLUSO AFELPADOS;0000-00-00 00:00:00;0000-00-00 00:00:00;18
60;A-05-01-01-002-007;ARTICULOS TEXTILES (EXCEPTO PRENDAS DE VESTIR);0000-00-00 00:00:00;0000-00-00 00:00:00;19
61;A-05-01-01-002-008-01;TEJIDOS DE PUNTO O GANCHILLO;0000-00-00 00:00:00;0000-00-00 00:00:00;20
62;A-05-01-01-002-008-02;PRENDAS DE VESTIR (EXCEPTO PRENDAS DE PIEL);0000-00-00 00:00:00;0000-00-00 00:00:00;20
63;A-05-01-01-002-008-03;PIELES FINAS CURTIDAS O ADOBADAS Y PIELES ARTIFICIALES ARTICULOS SIMILARES (EXCEPTO SOMBREROS Y DEMAS TOCADOS);0000-00-00 00:00:00;0000-00-00 00:00:00;20
64;A-05-01-01-002-009-01;CUERO CURTIDO O ADOBADO CUERO REGENERADO;0000-00-00 00:00:00;0000-00-00 00:00:00;21
65;A-05-01-01-002-009-02;MALETAS, BOLSOS DE MANO Y ARTICULOS SIMILARES ARTICULOS DE TALABARTERIA Y GUARNICIONERIA, OTROS ARTICULOS DE CUERO;0000-00-00 00:00:00;0000-00-00 00:00:00;21
66;A-05-01-01-002-009-03;CALZADO CON SUELA Y PARTE SUPERIOR ELABORADOS DE CAUCHO O PLASTICO, O CON LA PARTE SUPERIOR DE CUERO O MATERIALES TEXTILES, DIFERENTES DE ZAPATOS DEPORTIVOS, CALZADO QUE INCORPORA PUNTERA PROTECTORA DE METAL Y CALZADO ESPECIAL MISCELANEO;0000-00-00 00:00:00;0000-00-00 00:00:00;21
67;A-05-01-01-002-009-04;CALZADO DEPORTIVO (EXCEPTO BOTAS DE PATINAR);0000-00-00 00:00:00;0000-00-00 00:00:00;21
68;A-05-01-01-002-009-05;OTROS TIPOS DE CALZADO (EXCEPTO CALZADO DE ASBESTO, CALZADO ORTOPEDICO Y BOTAS DE ESQUIAR);0000-00-00 00:00:00;0000-00-00 00:00:00;21
69;A-05-01-01-002-009-06;PARTES DE CALZADO PLANTILLAS REMOVIBLES, TALONERAS Y ARTICULOS SIMILARES POLAINAS CORTAS Y LARGAS, Y ARTICULOS SIMILARES Y SUS PARTES;0000-00-00 00:00:00;0000-00-00 00:00:00;21
70;A-05-01-01-003-001;PRODUCTOS DE MADERA, CORCHO, CESTERIA Y ESPARTERIA;0000-00-00 00:00:00;0000-00-00 00:00:00;22
71;A-05-01-01-003-002-01;PASTA DE PAPEL, PAPEL Y CARTON;0000-00-00 00:00:00;0000-00-00 00:00:00;23
72;A-05-01-01-003-002-02;LIBROS IMPRESOS;0000-00-00 00:00:00;0000-00-00 00:00:00;23
73;A-05-01-01-003-002-03;DIARIOS, REVISTAS Y PUBLICACIONES PERIODICAS, PUBLICADOS POR LO MENOS CUATRO VECES POR SEMANA;0000-00-00 00:00:00;0000-00-00 00:00:00;23
74;A-05-01-01-003-002-04;DIARIOS, REVISTAS Y PUBLICACIONES PERIODICAS, PUBLICADOS MENOS DE CUATRO VECES POR SEMANA;0000-00-00 00:00:00;0000-00-00 00:00:00;23
75;A-05-01-01-003-002-05;MAPAS IMPRESOS MUSICA IMPRESA O EN MANUSCRITO TARJETAS POSTALES, TARJETAS DE FELICITACION, FOTOGRAFIAS Y PLANOS;0000-00-00 00:00:00;0000-00-00 00:00:00;23
76;A-05-01-01-003-002-06;SELLOS, CHEQUERAS, BILLETES DE BANCO, TITULOS DE ACCIONES, CATALOGOS Y FOLLETOS, MATERIAL PARA ANUNCIOS PUBLICITARIOS Y OTROS MATERIALES IMPRESOS;0000-00-00 00:00:00;0000-00-00 00:00:00;23
77;A-05-01-01-003-002-07;LIBROS DE REGISTROS, LIBROS DE CONTABILIDAD, CUADERNILLOS DE NOTAS, BLOQUES PARA CARTAS, AGENDAS Y ARTICULOS SIMILARES, SECANTES, ENCUADERNADORES, CLASIFICADORES PARA ARCHIVOS, FORMULARIOS Y OTROS ARTICULOS DE ESCRITORIO, DE PAPEL O CARTON;0000-00-00 00:00:00;0000-00-00 00:00:00;23
78;A-05-01-01-003-002-08;TIPOS DE IMPRENTA, PLANCHAS O CILINDROS, PREPARADOS PARA LAS ARTES GRAFICAS, PIEDRAS LITOGRAFICAS IMPRESAS U OTROS ELEMENTOS DE IMPRESION;0000-00-00 00:00:00;0000-00-00 00:00:00;23
79;A-05-01-01-003-003-01;CARBON COQUE Y SEMICOQUE, CARBON DE LIGNITO O CARBON DE HULLA CARBON DE RETORTA;0000-00-00 00:00:00;0000-00-00 00:00:00;24
80;A-05-01-01-003-003-02;ALQUITRAN DE CARBON, DE CARBON LIGNITO, HULLA Y OTRAS TORTAS MINERALES;0000-00-00 00:00:00;0000-00-00 00:00:00;24
81;A-05-01-01-003-003-03;ACEITES DE PETROLEO O ACEITES OBTENIDOS DE MINERALES BITUMINOSOS (EXCEPTO LOS ACEITES CRUDOS) PREPARADOS N.C.P., QUE CONTENGAN POR LO MENOS EL 70% DE SU PESO EN ACEITES DE ESOS TIPOS Y CUYOS COMPONENTES BASICOS SEAN ESOS ACEITES;0000-00-00 00:00:00;0000-00-00 00:00:00;24
82;A-05-01-01-003-003-04;GAS DE PETROLEO Y OTROS HIDROCARBUROS GASEOSOS (EXCEPTO GAS NATURAL);0000-00-00 00:00:00;0000-00-00 00:00:00;24
83;A-05-01-01-003-003-05;VASELINA, CERA DE PARAFINA, CERA DE PETROLEO DE MICROCRISTALINA, CERA CRUDA, OZOCERITA, CERA DE LIGNITO, CERA DE TURBA, OTRAS CERAS MINERALES Y PRODUCTOS SIMILARES.;0000-00-00 00:00:00;0000-00-00 00:00:00;24
84;A-05-01-01-003-003-06;ELEMENTOS RADIACTIVOS, ISOTOPOS Y COMPUESTOS RADIACTIVOS ALEACIONES, DISPERSIONES, PRODUCTOS CERAMICOS Y MEZCLAS QUE CONTENGAN ESTOS ELEMENTOS, ISOTOPOS O COMPUESTOS RADIACTIVOS RESIDUOS RADIACTIVOS;0000-00-00 00:00:00;0000-00-00 00:00:00;24
85;A-05-01-01-003-003-07;ELEMENTOS COMBUSTIBLES (CARTUCHOS) PARA REACTORES NUCLEARES O DE REACTORES NUCLEARES;0000-00-00 00:00:00;0000-00-00 00:00:00;24
86;A-05-01-01-003-004-01;QUIMICOS ORGANICOS BASICOS;0000-00-00 00:00:00;0000-00-00 00:00:00;25
87;A-05-01-01-003-004-02;PRODUCTOS QUIMICOS INORGANICOS BASICOS N.C.P.;0000-00-00 00:00:00;0000-00-00 00:00:00;25
88;A-05-01-01-003-004-03;EXTRACTOS TINTOREOS Y CURTIENTES TANINOS Y SUS DERIVADOS SUSTANCIAS COLORANTES N.C.P.;0000-00-00 00:00:00;0000-00-00 00:00:00;25
89;A-05-01-01-003-004-04;PRODUCTOS MINERALES NATURALES ACTIVADOS;0000-00-00 00:00:00;0000-00-00 00:00:00;25
90;A-05-01-01-003-004-05;PRODUCTOS QUIMICOS BASICOS DIVERSOS;0000-00-00 00:00:00;0000-00-00 00:00:00;25
91;A-05-01-01-003-004-06;ABONOS Y PLAGUICIDAS;0000-00-00 00:00:00;0000-00-00 00:00:00;25
92;A-05-01-01-003-004-07;PLASTICOS EN FORMAS PRIMARIAS;0000-00-00 00:00:00;0000-00-00 00:00:00;25
93;A-05-01-01-003-004-08;CAUCHO SINTETICO Y FACTICIO DERIVADO DEL PETROLEO, MEZCLAS DE ESTOS CAUCHOS CON CAUCHO NATURAL Y GOMAS NATURALES SIMILARES, EN FORMAS PRIMARIAS O EN PLANCHAS, HOJAS O TIRAS;0000-00-00 00:00:00;0000-00-00 00:00:00;25
94;A-05-01-01-003-005-01;PINTURAS Y BARNICES Y PRODUCTOS RELACIONADOS COLORES PARA LA PINTURA ARTISTICA TINTAS;0000-00-00 00:00:00;0000-00-00 00:00:00;26
95;A-05-01-01-003-005-02;PRODUCTOS FARMACEUTICOS;0000-00-00 00:00:00;0000-00-00 00:00:00;26
96;A-05-01-01-003-005-03;JABON, PREPARADOS PARA LIMPIEZA, PERFUMES Y PREPARADOS DE TOCADOR;0000-00-00 00:00:00;0000-00-00 00:00:00;26
97;A-05-01-01-003-005-04;PRODUCTOS QUIMICOS N.C.P.;0000-00-00 00:00:00;0000-00-00 00:00:00;26
98;A-05-01-01-003-005-05;FIBRAS TEXTILES MANUFACTURADAS;0000-00-00 00:00:00;0000-00-00 00:00:00;26
99;A-05-01-01-003-006-01;LLANTAS DE CAUCHO Y NEUMATICOS (CAMARAS DE AIRE);0000-00-00 00:00:00;0000-00-00 00:00:00;27
100;A-05-01-01-003-006-02;OTROS PRODUCTOS DE CAUCHO;0000-00-00 00:00:00;0000-00-00 00:00:00;27
101;A-05-01-01-003-006-03;SEMIMANUFACTURAS DE PLASTICO;0000-00-00 00:00:00;0000-00-00 00:00:00;27
102;A-05-01-01-003-006-04;PRODUCTOS DE EMPAQUE Y ENVASADO, DE PLASTICO;0000-00-00 00:00:00;0000-00-00 00:00:00;27
103;A-05-01-01-003-006-09;OTROS PRODUCTOS PLASTICOS;0000-00-00 00:00:00;0000-00-00 00:00:00;27
104;A-05-01-01-003-007-01;VIDRIO Y PRODUCTOS DE VIDRIO;0000-00-00 00:00:00;0000-00-00 00:00:00;28
105;A-05-01-01-003-007-02;ARTICULOS DE CERAMICA NO ESTRUCTURAL;0000-00-00 00:00:00;0000-00-00 00:00:00;28
106;A-05-01-01-003-007-03;PRODUCTOS REFRACTARIOS Y PRODUCTOS ESTRUCTURALES NO REFRACTARIOS DE ARCILLA;0000-00-00 00:00:00;0000-00-00 00:00:00;28
107;A-05-01-01-003-007-04;YESO, CAL Y CEMENTO;0000-00-00 00:00:00;0000-00-00 00:00:00;28
108;A-05-01-01-003-007-05;ARTICULOS DE CONCRETO, CEMENTO Y YESO;0000-00-00 00:00:00;0000-00-00 00:00:00;28
109;A-05-01-01-003-007-06;PIEDRA DE CONSTRUCCION O DE TALLA LABRADAS, Y SUS MANUFACTURAS (EXCEPTO SIN LABRAR, QUE SE CLASIFICAN EN EL GRUPO 151);0000-00-00 00:00:00;0000-00-00 00:00:00;28
110;A-05-01-01-003-007-09;OTROS PRODUCTOS MINERALES NO METALICOS N.C.P.;0000-00-00 00:00:00;0000-00-00 00:00:00;28
111;A-05-01-01-003-008-01;MUEBLES;0000-00-00 00:00:00;0000-00-00 00:00:00;29
112;A-05-01-01-003-008-01-1;ASIENTOS;0000-00-00 00:00:00;0000-00-00 00:00:00;29
113;A-05-01-01-003-008-01-2;MUEBLES, DEL TIPO UTILIZADO EN OFICINAS;0000-00-00 00:00:00;0000-00-00 00:00:00;29
114;A-05-01-01-003-008-01-3;MUEBLES DE MADERA, DEL TIPO UTILIZADO EN LA COCINA;0000-00-00 00:00:00;0000-00-00 00:00:00;29
115;A-05-01-01-003-008-01-4;OTROS MUEBLES N.C.P.;0000-00-00 00:00:00;0000-00-00 00:00:00;29
116;A-05-01-01-003-008-01-5;SOMIERES, COLCHONES CON MUELLES, RELLENOS O GUARNECIDOS INTERIORMENTE CON CUALQUIER MATERIAL, DE CAUCHO O PLASTICOS CELULARES, RECUBIERTOS O NO;0000-00-00 00:00:00;0000-00-00 00:00:00;29
117;A-05-01-01-003-008-01-6;PARTES Y PIEZAS DE MUEBLES;0000-00-00 00:00:00;0000-00-00 00:00:00;29
118;A-05-01-01-003-008-02;JOYAS Y ARTICULOS CONEXOS;0000-00-00 00:00:00;0000-00-00 00:00:00;29
119;A-05-01-01-003-008-03;INSTRUMENTOS MUSICALES;0000-00-00 00:00:00;0000-00-00 00:00:00;29
120;A-05-01-01-003-008-04;ARTICULOS DE DEPORTE;0000-00-00 00:00:00;0000-00-00 00:00:00;29
121;A-05-01-01-003-008-05;JUEGOS Y JUGUETES;0000-00-00 00:00:00;0000-00-00 00:00:00;29
122;A-05-01-01-003-008-06;TIOVIVOS (CARRUSELES), COLUMPIOS, CASETAS DE TIRO Y DEMAS ATRACCIONES DE FERIA;0000-00-00 00:00:00;0000-00-00 00:00:00;29
123;A-05-01-01-003-008-07;CONSTRUCCIONES PREFABRICADAS;0000-00-00 00:00:00;0000-00-00 00:00:00;29
124;A-05-01-01-003-008-09;OTROS ARTICULOS MANUFACTURADOS N.C.P.;0000-00-00 00:00:00;0000-00-00 00:00:00;29
125;A-05-01-01-003-009;DESPERDICIOS DESECHOS Y RESIDUOS;0000-00-00 00:00:00;0000-00-00 00:00:00;30
126;A-05-01-01-004-001;METALES BASICOS;0000-00-00 00:00:00;0000-00-00 00:00:00;31
127;A-05-01-01-004-002;PRODUCTOS METALICOS ELABORADOS (EXCEPTO MAQUINARIA Y EQUIPO);0000-00-00 00:00:00;0000-00-00 00:00:00;32
128;A-05-01-01-004-003-01;MOTORES Y TURBINAS Y SUS PARTES;0000-00-00 00:00:00;0000-00-00 00:00:00;33
129;A-05-01-01-004-003-02;BOMBAS, COMPRESORES, MOTORES DE FUERZA HIDRAULICA Y MOTORES DE POTENCIA NEUMATICA Y VALVULAS Y SUS PARTES Y PIEZAS;0000-00-00 00:00:00;0000-00-00 00:00:00;33
130;A-05-01-01-004-003-03;COJINETES, ENGRANAJES, RUEDAS DE FRICCION Y ELEMENTOS DE TRANSMISION Y SUS PARTES Y PIEZAS;0000-00-00 00:00:00;0000-00-00 00:00:00;33
131;A-05-01-01-004-003-04;HORNOS Y QUEMADORES PARA ALIMENTACION DE HOGARES Y SUS PARTES Y PIEZAS;0000-00-00 00:00:00;0000-00-00 00:00:00;33
132;A-05-01-01-004-003-05;EQUIPO DE ELEVACION Y MANIPULACION Y SUS PARTES Y PIEZAS;0000-00-00 00:00:00;0000-00-00 00:00:00;33
133;A-05-01-01-004-003-09;OTRAS MAQUINAS PARA USOS GENERALES Y SUS PARTES Y PIEZAS;0000-00-00 00:00:00;0000-00-00 00:00:00;33
134;A-05-01-01-004-004-01;MAQUINARIA AGROPECUARIA O SILVICOLA Y SUS PARTES Y PIEZAS;0000-00-00 00:00:00;0000-00-00 00:00:00;34
135;A-05-01-01-004-004-02;MAQUINAS HERRAMIENTAS Y SUS PARTES, PIEZAS Y ACCESORIOS;0000-00-00 00:00:00;0000-00-00 00:00:00;34
136;A-05-01-01-004-004-03;MAQUINARIA PARA LA INDUSTRIA METALURGICA Y SUS PARTES Y PIEZAS;0000-00-00 00:00:00;0000-00-00 00:00:00;34
137;A-05-01-01-004-004-04;MAQUINARIA PARA LA MINERIA, LA EXPLOTACION DE CANTERAS Y LA CONSTRUCCION Y SUS PARTES Y PIEZAS;0000-00-00 00:00:00;0000-00-00 00:00:00;34
138;A-05-01-01-004-004-05;MAQUINARIA PARA LA ELABORACION DE ALIMENTOS, BEBIDAS Y TABACO, Y SUS PARTES Y PIEZAS;0000-00-00 00:00:00;0000-00-00 00:00:00;34
139;A-05-01-01-004-004-06;MAQUINARIA PARA LA FABRICACION DE TEXTILES, PRENDAS DE VESTIR Y ARTICULOS DE CUERO, Y SUS PARTES Y PIEZAS;0000-00-00 00:00:00;0000-00-00 00:00:00;34
140;A-05-01-01-004-004-07;ARMAS Y MUNICIONES Y SUS PARTES Y PIEZAS;0000-00-00 00:00:00;0000-00-00 00:00:00;34
141;A-05-01-01-004-004-08;APARATOS DE USO DOMESTICO Y SUS PARTES Y PIEZAS;0000-00-00 00:00:00;0000-00-00 00:00:00;34
142;A-05-01-01-004-004-09;OTRA MAQUINARIA PARA USOS ESPECIALES Y SUS PARTES Y PIEZAS;0000-00-00 00:00:00;0000-00-00 00:00:00;34
143;A-05-01-01-004-005-01;MAQUINAS PARA OFICINA Y CONTABILIDAD, Y SUS PARTES Y ACCESORIOS;0000-00-00 00:00:00;0000-00-00 00:00:00;35
144;A-05-01-01-004-005-02;MAQUINARIA DE INFORMATICA Y SUS PARTES, PIEZAS Y ACCESORIOS;0000-00-00 00:00:00;0000-00-00 00:00:00;35
145;A-05-01-01-004-006-01;MOTORES, GENERADORES Y TRANSFORMADORES ELECTRICOS Y SUS PARTES Y PIEZAS;0000-00-00 00:00:00;0000-00-00 00:00:00;36
146;A-05-01-01-004-006-02;APARATOS DE CONTROL ELECTRICO Y DISTRIBUCION DE ELECTRICIDAD Y SUS PARTES Y PIEZAS;0000-00-00 00:00:00;0000-00-00 00:00:00;36
147;A-05-01-01-004-006-03;HILOS Y CABLES AISLADOS CABLE DE FIBRA OPTICA;0000-00-00 00:00:00;0000-00-00 00:00:00;36
148;A-05-01-01-004-006-04;ACUMULADORES, PILAS Y BATERIAS PRIMARIAS Y SUS PARTES Y PIEZAS;0000-00-00 00:00:00;0000-00-00 00:00:00;36
149;A-05-01-01-004-006-05;LAMPARAS ELECTRICAS DE INCANDESCENCIA O DESCARGA LAMPARAS DE ARCO, EQUIPO PARA ALUMBRADO ELECTRICO SUS PARTES Y PIEZAS;0000-00-00 00:00:00;0000-00-00 00:00:00;36
150;A-05-01-01-004-006-09;OTRO EQUIPO ELECTRICO Y SUS PARTES Y PIEZAS;0000-00-00 00:00:00;0000-00-00 00:00:00;36
151;A-05-01-01-004-007-01;VALVULAS Y TUBOS ELECTRONICOS COMPONENTES ELECTRONICOS SUS PARTES Y PIEZAS;0000-00-00 00:00:00;0000-00-00 00:00:00;37
152;A-05-01-01-004-007-02;APARATOS TRANSMISORES DE TELEVISION Y RADIO TELEVISION, VIDEO Y CAMARAS DIGITALES TELEFONOS;0000-00-00 00:00:00;0000-00-00 00:00:00;37
153;A-05-01-01-004-007-03;RADIORRECEPTORES Y RECEPTORES DE TELEVISION APARATOS PARA LA GRABACION Y REPRODUCCION DE SONIDO Y VIDEO MICROFONOS, ALTAVOCES, AMPLIFICADORES, ETC.;0000-00-00 00:00:00;0000-00-00 00:00:00;37
154;A-05-01-01-004-007-04;PARTES Y PIEZAS DE LOS PRODUCTOS DE LAS CLASES 4721 A 4733 Y 4822;0000-00-00 00:00:00;0000-00-00 00:00:00;37
155;A-05-01-01-004-007-05;DISCOS, CINTAS, DISPOSITIVOS DE ALMACENAMIENTO EN ESTADO SOLIDO NO VOLATILES Y OTROS MEDIOS, NO GRABADOS;0000-00-00 00:00:00;0000-00-00 00:00:00;37
156;A-05-01-01-004-007-06;GRABACIONES DE AUDIO, VIDEO Y OTROS DISCOS, CINTAS Y OTROS MEDIOS FISICOS;0000-00-00 00:00:00;0000-00-00 00:00:00;37
157;A-05-01-01-004-007-08;PAQUETES DE SOFTWARE;0000-00-00 00:00:00;0000-00-00 00:00:00;37
158;A-05-01-01-004-007-09;TARJETAS CON BANDAS MAGNETICAS O PLAQUETAS (CHIP);0000-00-00 00:00:00;0000-00-00 00:00:00;37
159;A-05-01-01-004-008-01;APARATOS MEDICOS Y QUIRURGICOS Y APARATOS ORTESICOS Y PROTESICOS;0000-00-00 00:00:00;0000-00-00 00:00:00;38
160;A-05-01-01-004-008-02;INSTRUMENTOS Y APARATOS DE MEDICION, VERIFICACION, ANALISIS, DE NAVEGACION Y PARA OTROS FINES (EXCEPTO INSTRUMENTOS OPTICOS) INSTRUMENTOS DE CONTROL DE PROCESOS INDUSTRIALES, SUS PARTES, PIEZAS Y ACCESORIOS;0000-00-00 00:00:00;0000-00-00 00:00:00;38
161;A-05-01-01-004-008-03;INSTRUMENTOS OPTICOS Y EQUIPO FOTOGRAFICO PARTES, PIEZAS Y ACCESORIOS;0000-00-00 00:00:00;0000-00-00 00:00:00;38
162;A-05-01-01-004-008-04;RELOJES Y SUS PARTES Y PIEZAS;0000-00-00 00:00:00;0000-00-00 00:00:00;38
